Facilitator,Competitor,value,tip,sigma,cor
0.63636364,0.67676768,0,1,0.05,0.7
0.63636364,0.68686869,5.234553202244225e-10,1,0.05,0.7
0.63636364,0.6969697,0,1,0.05,0.7
0.63636364,0.70707071,4.930361776483981e-10,1,0.05,0.7
0.63636364,0.71717172,0,1,0.05,0.7
0.63636364,0.72727273,4.681662819109798e-10,1,0.05,0.7
0.63636364,0.73737374,0,1,0.05,0.7
0.63636364,0.74747475,4.4792265385812383e-10,1,0.05,0.7
0.63636364,0.75757576,0,1,0.05,0.7
0.63636364,0.76767677,4.315923283215034e-10,1,0.05,0.7
0.63636364,0.77777778,0,1,0.05,0.7
0.63636364,0.78787879,4.1861416745243155e-10,1,0.05,0.7
0.63636364,0.7979798,0,1,0.05,0.7
0.63636364,0.80808081,4.0852708341476696e-10,1,0.05,0.7
0.63636364,0.81818182,0,1,0.05,0.7
0.63636364,0.82828283,4.0094952787070664e-10,1,0.05,0.7
0.63636364,0.83838384,0,1,0.05,0.7
0.63636364,0.84848485,3.9553216244561654e-10,1,0.05,0.7
0.63636364,0.85858586,0,1,0.05,0.7
0.63636364,0.86868687,3.919361228548607e-10,1,0.05,0.7
0.63636364,0.87878788,0,1,0.05,0.7
0.63636364,0.88888889,3.8978446636629005e-10,1,0.05,0.7
0.63636364,0.8989899,0,1,0.05,0.7
0.63636364,0.90909091,3.886044048650832e-10,1,0.05,0.7
0.63636364,0.91919192,0,1,0.05,0.7
0.63636364,0.92929293,3.8776405522907375e-10,1,0.05,0.7
0.63636364,0.93939394,0,1,0.05,0.7
0.63636364,0.94949495,3.86315055491142e-10,1,0.05,0.7
0.63636364,0.95959596,0,1,0.05,0.7
0.63636364,0.96969697,3.8277080189544215e-10,1,0.05,0.7
0.63636364,0.97979798,0,1,0.05,0.7
0.63636364,0.98989899,3.7431815924518583e-10,1,0.05,0.7
0.63636364,1,0,1,0.05,0.7
0.64646465,0,0,-1,0.05,0.7
0.64646465,0.01010101,7.044150954718392e-10,1,0.05,0.7
0.64646465,0.02020202,0,1,0.05,0.7
0.64646465,0.03030303,0,1,0.05,0.7
0.64646465,0.04040404,0,1,0.05,0.7
0.64646465,0.05050505,0,1,0.05,0.7
0.64646465,0.06060606,0,1,0.05,0.7
0.64646465,0.07070707,0,1,0.05,0.7
0.64646465,0.08080808,0,1,0.05,0.7
0.64646465,0.09090909,1.0447239391183948e-7,1,0.05,0.7
0.64646465,0.1010101,6.668988878605114e-7,1,0.05,0.7
0.64646465,0.11111111,0,1,0.05,0.7
0.64646465,0.12121212,2.647338869135587e-7,1,0.05,0.7
0.64646465,0.13131313,1.9030294141815691e-6,1,0.05,0.7
0.64646465,0.14141414,1.0468736537091558e-6,1,0.05,0.7
0.64646465,0.15151515,1.973034312903148e-6,1,0.05,0.7
0.64646465,0.16161616,0,1,0.05,0.7
0.64646465,0.17171717,3.4803270947205703e-6,1,0.05,0.7
0.64646465,0.18181818,2.8591234972855978e-6,1,0.05,0.7
0.64646465,0.19191919,0,1,0.05,0.7
0.64646465,0.2020202,0,1,0.05,0.7
0.64646465,0.21212121,1.4114415231865509e-6,1,0.05,0.7
0.64646465,0.22222222,1.5171094857529996e-6,1,0.05,0.7
0.64646465,0.23232323,0,1,0.05,0.7
0.64646465,0.24242424,1.3356228972284866e-6,1,0.05,0.7
0.64646465,0.25252525,0,1,0.05,0.7
0.64646465,0.26262626,0,1,0.05,0.7
0.64646465,0.27272727,0,1,0.05,0.7
0.64646465,0.28282828,0,1,0.05,0.7
0.64646465,0.29292929,1.019196776128587e-5,1,0.05,0.7
0.64646465,0.3030303,2.3511792055432867e-5,1,0.05,0.7
0.64646465,0.31313131,9.796389055336582e-7,1,0.05,0.7
0.64646465,0.32323232,1.4794692824141622e-6,1,0.05,0.7
0.64646465,0.33333333,0,1,0.05,0.7
0.64646465,0.34343434,3.335514105759091e-6,1,0.05,0.7
0.64646465,0.35353535,1.1629818831473242e-6,1,0.05,0.7
0.64646465,0.36363636,0,1,0.05,0.7
0.64646465,0.37373737,1.0704368095857182e-6,1,0.05,0.7
0.64646465,0.38383838,0,1,0.05,0.7
0.64646465,0.39393939,0,1,0.05,0.7
0.64646465,0.4040404,1.3843681994245655e-6,1,0.05,0.7
0.64646465,0.41414141,3.79272020934067e-7,1,0.05,0.7
0.64646465,0.42424242,0,1,0.05,0.7
0.64646465,0.43434343,0,1,0.05,0.7
0.64646465,0.44444444,2.150150780464823e-7,1,0.05,0.7
0.64646465,0.45454545,3.2741082141431e-9,1,0.05,0.7
0.64646465,0.46464646,0,1,0.05,0.7
0.64646465,0.47474747,1.6395636100074624e-9,1,0.05,0.7
0.64646465,0.48484848,0,1,0.05,0.7
0.64646465,0.49494949,1.873744876002174e-9,1,0.05,0.7
0.64646465,0.50505051,0,1,0.05,0.7
0.64646465,0.51515152,1.4999309949840284e-9,1,0.05,0.7
0.64646465,0.52525253,0,1,0.05,0.7
0.64646465,0.53535354,1.253491087625601e-9,1,0.05,0.7
0.64646465,0.54545455,0,1,0.05,0.7
0.64646465,0.55555556,1.0773459665526506e-9,1,0.05,0.7
0.64646465,0.56565657,0,1,0.05,0.7
0.64646465,0.57575758,9.454859168250211e-10,1,0.05,0.7
0.64646465,0.58585859,0,1,0.05,0.7
0.64646465,0.5959596,8.438744067415039e-10,1,0.05,0.7
0.64646465,0.60606061,0,1,0.05,0.7
0.64646465,0.61616162,7.640476092807268e-10,1,0.05,0.7
0.64646465,0.62626263,0,1,0.05,0.7
0.64646465,0.63636364,7.00523101465969e-10,1,0.05,0.7
0.64646465,0.64646465,0,1,0.05,0.7
0.64646465,0.65656566,6.495739741404007e-10,1,0.05,0.7
0.64646465,0.66666667,0,1,0.05,0.7
0.64646465,0.67676768,6.085848181468929e-10,1,0.05,0.7
0.64646465,0.68686869,0,1,0.05,0.7
0.64646465,0.6969697,5.756697714404472e-10,1,0.05,0.7
0.64646465,0.70707071,0,1,0.05,0.7
0.64646465,0.71717172,5.494545430639875e-10,1,0.05,0.7
0.64646465,0.72727273,0,1,0.05,0.7
0.64646465,0.73737374,5.289279679430992e-10,1,0.05,0.7
0.64646465,0.74747475,0,1,0.05,0.7
0.64646465,0.75757576,5.133419336500467e-10,1,0.05,0.7
0.64646465,0.76767677,0,1,0.05,0.7
0.64646465,0.77777778,5.021640368208998e-10,1,0.05,0.7
0.64646465,0.78787879,0,1,0.05,0.7
0.64646465,0.7979798,4.95017057289271e-10,1,0.05,0.7
0.64646465,0.80808081,0,1,0.05,0.7
0.64646465,0.81818182,4.916655195465365e-10,1,0.05,0.7
0.64646465,0.82828283,0,1,0.05,0.7
0.64646465,0.83838384,4.919942024318724e-10,1,0.05,0.7
0.64646465,0.84848485,0,1,0.05,0.7
0.64646465,0.85858586,4.959999446514826e-10,1,0.05,0.7
0.64646465,0.86868687,0,1,0.05,0.7
0.64646465,0.87878788,5.038030425193359e-10,1,0.05,0.7
0.64646465,0.88888889,0,1,0.05,0.7
0.64646465,0.8989899,5.156559139956207e-10,1,0.05,0.7
0.64646465,0.90909091,0,1,0.05,0.7
0.64646465,0.91919192,5.319918026036423e-10,1,0.05,0.7
0.64646465,0.92929293,0,1,0.05,0.7
0.64646465,0.93939394,5.534944745881101e-10,1,0.05,0.7
0.64646465,0.94949495,0,1,0.05,0.7
0.64646465,0.95959596,5.81239517099836e-10,1,0.05,0.7
0.64646465,0.96969697,0,1,0.05,0.7
0.64646465,0.97979798,6.168874924196975e-10,1,0.05,0.7
0.64646465,0.98989899,0,1,0.05,0.7
0.64646465,1,6.621097374554683e-10,1,0.05,0.7
0.65656566,0,7.396559357664146e-10,-1,0.05,0.7
0.65656566,0.01010101,0,1,0.05,0.7
0.65656566,0.02020202,7.457021657500113e-10,1,0.05,0.7
0.65656566,0.03030303,1.966018749021618e-9,1,0.05,0.7
0.65656566,0.04040404,6.708928383516515e-8,1,0.05,0.7
0.65656566,0.05050505,6.553199084785057e-8,1,0.05,0.7
0.65656566,0.06060606,1.4455932835769916e-8,1,0.05,0.7
0.65656566,0.07070707,1.7228973943760025e-7,1,0.05,0.7
0.65656566,0.08080808,2.0004414420433077e-7,1,0.05,0.7
0.65656566,0.09090909,0,1,0.05,0.7
0.65656566,0.1010101,0,1,0.05,0.7
0.65656566,0.11111111,1.2010981759741443e-6,1,0.05,0.7
0.65656566,0.12121212,0,1,0.05,0.7
0.65656566,0.13131313,0,1,0.05,0.7
0.65656566,0.14141414,6.482634227663487e-8,1,0.05,0.7
0.65656566,0.15151515,0,1,0.05,0.7
0.65656566,0.16161616,0,1,0.05,0.7
0.65656566,0.17171717,0,1,0.05,0.7
0.65656566,0.18181818,0,1,0.05,0.7
0.65656566,0.19191919,7.599427123883996e-7,1,0.05,0.7
0.65656566,0.2020202,7.698967343679615e-6,1,0.05,0.7
0.65656566,0.21212121,0,1,0.05,0.7
0.65656566,0.22222222,0,1,0.05,0.7
0.65656566,0.23232323,4.253977565761934e-6,1,0.05,0.7
0.65656566,0.24242424,0,1,0.05,0.7
0.65656566,0.25252525,8.805851075690652e-6,1,0.05,0.7
0.65656566,0.26262626,2.992304209326172e-6,1,0.05,0.7
0.65656566,0.27272727,2.623143090260124e-6,1,0.05,0.7
0.65656566,0.28282828,8.322293154159626e-7,1,0.05,0.7
0.65656566,0.29292929,0,1,0.05,0.7
0.65656566,0.3030303,0,1,0.05,0.7
0.65656566,0.31313131,0,1,0.05,0.7
0.65656566,0.32323232,0,1,0.05,0.7
0.65656566,0.33333333,2.361382093099644e-6,1,0.05,0.7
0.65656566,0.34343434,0,1,0.05,0.7
0.65656566,0.35353535,0,1,0.05,0.7
0.65656566,0.36363636,2.024568309633298e-6,1,0.05,0.7
0.65656566,0.37373737,0,1,0.05,0.7
0.65656566,0.38383838,9.93644387453642e-7,1,0.05,0.7
0.65656566,0.39393939,6.750222169120263e-7,1,0.05,0.7
0.65656566,0.4040404,0,1,0.05,0.7
0.65656566,0.41414141,0,1,0.05,0.7
0.65656566,0.42424242,3.8456022272389925e-8,1,0.05,0.7
0.65656566,0.43434343,4.66916813491959e-8,1,0.05,0.7
0.65656566,0.44444444,0,1,0.05,0.7
0.65656566,0.45454545,0,1,0.05,0.7
0.65656566,0.46464646,2.0424077059302632e-8,1,0.05,0.7
0.65656566,0.47474747,0,1,0.05,0.7
0.65656566,0.48484848,2.1780684226063933e-9,1,0.05,0.7
0.65656566,0.49494949,0,1,0.05,0.7
0.65656566,0.50505051,1.688729196192007e-9,1,0.05,0.7
0.65656566,0.51515152,0,1,0.05,0.7
0.65656566,0.52525253,1.3858344967965164e-9,1,0.05,0.7
0.65656566,0.53535354,0,1,0.05,0.7
0.65656566,0.54545455,1.17664153222799e-9,1,0.05,0.7
0.65656566,0.55555556,0,1,0.05,0.7
0.65656566,0.56565657,1.023188888977741e-9,1,0.05,0.7
0.65656566,0.57575758,0,1,0.05,0.7
0.65656566,0.58585859,9.064883488518924e-10,1,0.05,0.7
0.65656566,0.5959596,0,1,0.05,0.7
0.65656566,0.60606061,8.156424562289886e-10,1,0.05,0.7
0.65656566,0.61616162,0,1,0.05,0.7
0.65656566,0.62626263,7.438065516078475e-10,1,0.05,0.7
0.65656566,0.63636364,0,1,0.05,0.7
0.65656566,0.64646465,6.864384664102958e-10,1,0.05,0.7
0.65656566,0.65656566,0,1,0.05,0.7
0.65656566,0.66666667,6.403906151607187e-10,1,0.05,0.7
0.65656566,0.67676768,0,1,0.05,0.7
0.65656566,0.68686869,6.03428101121281e-10,1,0.05,0.7
0.65656566,0.6969697,0,1,0.05,0.7
0.65656566,0.70707071,5.739321072936732e-10,1,0.05,0.7
0.65656566,0.71717172,0,1,0.05,0.7
0.65656566,0.72727273,5.507169249838185e-10,1,0.05,0.7
0.65656566,0.73737374,0,1,0.05,0.7
0.65656566,0.74747475,5.329117866795415e-10,1,0.05,0.7
0.65656566,0.75757576,0,1,0.05,0.7
0.65656566,0.76767677,5.198910795981697e-10,1,0.05,0.7
0.65656566,0.77777778,0,1,0.05,0.7
0.65656566,0.78787879,5.112158154867501e-10,1,0.05,0.7
0.65656566,0.7979798,0,1,0.05,0.7
0.65656566,0.80808081,5.06600666669299e-10,1,0.05,0.7
0.65656566,0.81818182,0,1,0.05,0.7
0.65656566,0.82828283,5.059024004404334e-10,1,0.05,0.7
0.65656566,0.83838384,0,1,0.05,0.7
0.65656566,0.84848485,5.091027976134033e-10,1,0.05,0.7
0.65656566,0.85858586,0,1,0.05,0.7
0.65656566,0.86868687,5.163207115138277e-10,1,0.05,0.7
0.65656566,0.87878788,0,1,0.05,0.7
0.65656566,0.88888889,5.278274583155746e-10,1,0.05,0.7
0.65656566,0.8989899,0,1,0.05,0.7
0.65656566,0.90909091,5.440834437965558e-10,1,0.05,0.7
0.65656566,0.91919192,0,1,0.05,0.7
0.65656566,0.92929293,5.658312865865558e-10,1,0.05,0.7
0.65656566,0.93939394,0,1,0.05,0.7
0.65656566,0.94949495,5.942292129622026e-10,1,0.05,0.7
0.65656566,0.95959596,0,1,0.05,0.7
0.65656566,0.96969697,6.31137706546517e-10,1,0.05,0.7
0.65656566,0.97979798,0,1,0.05,0.7
0.65656566,0.98989899,6.793353630601745e-10,1,0.05,0.7
0.65656566,1,0,1,0.05,0.7
0.66666667,0,0,-1,0.05,0.7
0.66666667,0.01010101,7.87124644110543e-10,1,0.05,0.7
0.66666667,0.02020202,0,1,0.05,0.7
0.66666667,0.03030303,0,1,0.05,0.7
0.66666667,0.04040404,0,1,0.05,0.7
0.66666667,0.05050505,0,1,0.05,0.7
0.66666667,0.06060606,0,1,0.05,0.7
0.66666667,0.07070707,0,1,0.05,0.7
0.66666667,0.08080808,0,1,0.05,0.7
0.66666667,0.09090909,9.526887535118056e-8,1,0.05,0.7
0.66666667,0.1010101,7.185272500245424e-7,1,0.05,0.7
0.66666667,0.11111111,0,1,0.05,0.7
0.66666667,0.12121212,6.32573950269199e-7,1,0.05,0.7
0.66666667,0.13131313,1.901320325181733e-6,1,0.05,0.7
0.66666667,0.14141414,0,1,0.05,0.7
0.66666667,0.15151515,1.490430552366576e-6,1,0.05,0.7
0.66666667,0.16161616,1.890626375234203e-6,1,0.05,0.7
0.66666667,0.17171717,3.941337554000885e-6,1,0.05,0.7
0.66666667,0.18181818,2.6317674148579115e-6,1,0.05,0.7
0.66666667,0.19191919,0,1,0.05,0.7
0.66666667,0.2020202,0,1,0.05,0.7
0.66666667,0.21212121,1.0203959786998153e-6,1,0.05,0.7
0.66666667,0.22222222,1.229487689537865e-6,1,0.05,0.7
0.66666667,0.23232323,0,1,0.05,0.7
0.66666667,0.24242424,1.21230213811956e-6,1,0.05,0.7
0.66666667,0.25252525,0,1,0.05,0.7
0.66666667,0.26262626,0,1,0.05,0.7
0.66666667,0.27272727,0,1,0.05,0.7
0.66666667,0.28282828,0,1,0.05,0.7
0.66666667,0.29292929,1.0449206679287977e-5,1,0.05,0.7
0.66666667,0.3030303,2.37934755955632e-5,1,0.05,0.7
0.66666667,0.31313131,9.181471071096864e-7,1,0.05,0.7
0.66666667,0.32323232,1.4103437823992287e-6,1,0.05,0.7
0.66666667,0.33333333,0,1,0.05,0.7
0.66666667,0.34343434,3.258160147863936e-6,1,0.05,0.7
0.66666667,0.35353535,1.007487705767652e-6,1,0.05,0.7
0.66666667,0.36363636,0,1,0.05,0.7
0.66666667,0.37373737,1.0663028693271794e-6,1,0.05,0.7
0.66666667,0.38383838,0,1,0.05,0.7
0.66666667,0.39393939,0,1,0.05,0.7
0.66666667,0.4040404,1.3890306095236177e-6,1,0.05,0.7
0.66666667,0.41414141,3.784748021033457e-7,1,0.05,0.7
0.66666667,0.42424242,0,1,0.05,0.7
0.66666667,0.43434343,0,1,0.05,0.7
0.66666667,0.44444444,2.1505613036950037e-7,1,0.05,0.7
0.66666667,0.45454545,3.008300198828386e-9,1,0.05,0.7
0.66666667,0.46464646,0,1,0.05,0.7
0.66666667,0.47474747,1.7181993395784591e-9,1,0.05,0.7
0.66666667,0.48484848,0,1,0.05,0.7
0.66666667,0.49494949,1.923147165318621e-9,1,0.05,0.7
0.66666667,0.50505051,0,1,0.05,0.7
0.66666667,0.51515152,1.5404784607057766e-9,1,0.05,0.7
0.66666667,0.52525253,0,1,0.05,0.7
0.66666667,0.53535354,1.288108959597074e-9,1,0.05,0.7
0.66666667,0.54545455,0,1,0.05,0.7
0.66666667,0.55555556,1.107737065388775e-9,1,0.05,0.7
0.66666667,0.56565657,0,1,0.05,0.7
0.66666667,0.57575758,9.727565615002056e-10,1,0.05,0.7
0.66666667,0.58585859,0,1,0.05,0.7
0.66666667,0.5959596,8.68798092793963e-10,1,0.05,0.7
0.66666667,0.60606061,0,1,0.05,0.7
0.66666667,0.61616162,7.871873921157235e-10,1,0.05,0.7
0.66666667,0.62626263,0,1,0.05,0.7
0.66666667,0.63636364,7.223111765257417e-10,1,0.05,0.7
0.66666667,0.64646465,0,1,0.05,0.7
0.66666667,0.65656566,6.703522415214652e-10,1,0.05,0.7
0.66666667,0.66666667,0,1,0.05,0.7
0.66666667,0.67676768,6.28637718915262e-10,1,0.05,0.7
0.66666667,0.68686869,0,1,0.05,0.7
0.66666667,0.6969697,5.95240507743908e-10,1,0.05,0.7
0.66666667,0.70707071,0,1,0.05,0.7
0.66666667,0.71717172,5.687623500501976e-10,1,0.05,0.7
0.66666667,0.72727273,0,1,0.05,0.7
0.66666667,0.73737374,5.481775665394651e-10,1,0.05,0.7
0.66666667,0.74747475,0,1,0.05,0.7
0.66666667,0.75757576,5.327358210793776e-10,1,0.05,0.7
0.66666667,0.76767677,0,1,0.05,0.7
0.66666667,0.77777778,5.219113907887346e-10,1,0.05,0.7
0.66666667,0.78787879,0,1,0.05,0.7
0.66666667,0.7979798,5.153424607030886e-10,1,0.05,0.7
0.66666667,0.80808081,0,1,0.05,0.7
0.66666667,0.81818182,5.128210337409024e-10,1,0.05,0.7
0.66666667,0.82828283,0,1,0.05,0.7
0.66666667,0.83838384,5.142768005185135e-10,1,0.05,0.7
0.66666667,0.84848485,0,1,0.05,0.7
0.66666667,0.85858586,5.197681173759947e-10,1,0.05,0.7
0.66666667,0.86868687,0,1,0.05,0.7
0.66666667,0.87878788,5.295089061474121e-10,1,0.05,0.7
0.66666667,0.88888889,0,1,0.05,0.7
0.66666667,0.8989899,5.438892145301182e-10,1,0.05,0.7
0.66666667,0.90909091,0,1,0.05,0.7
0.66666667,0.91919192,5.635503161018855e-10,1,0.05,0.7
0.66666667,0.92929293,0,1,0.05,0.7
0.66666667,0.93939394,5.894991208910302e-10,1,0.05,0.7
0.66666667,0.94949495,0,1,0.05,0.7
0.66666667,0.95959596,6.233352466460986e-10,1,0.05,0.7
0.66666667,0.96969697,0,1,0.05,0.7
0.66666667,0.97979798,6.676210222955201e-10,1,0.05,0.7
0.66666667,0.98989899,0,1,0.05,0.7
0.66666667,1,7.256106182423394e-10,1,0.05,0.7
0.67676768,0,7.730695226859651e-10,-1,0.05,0.7
0.67676768,0.01010101,0,1,0.05,0.7
0.67676768,0.02020202,7.83796907260993e-10,1,0.05,0.7
0.67676768,0.03030303,1.9453906058439763e-9,1,0.05,0.7
0.67676768,0.04040404,7.053424550385116e-8,1,0.05,0.7
0.67676768,0.05050505,6.903993148067132e-8,1,0.05,0.7
0.67676768,0.06060606,1.5840059763678143e-8,1,0.05,0.7
0.67676768,0.07070707,1.8064801650596517e-7,1,0.05,0.7
0.67676768,0.08080808,2.0907643199661279e-7,1,0.05,0.7
0.67676768,0.09090909,0,1,0.05,0.7
0.67676768,0.1010101,0,1,0.05,0.7
0.67676768,0.11111111,1.2990750298579875e-6,1,0.05,0.7
0.67676768,0.12121212,0,1,0.05,0.7
0.67676768,0.13131313,0,1,0.05,0.7
0.67676768,0.14141414,9.484967721958016e-7,1,0.05,0.7
0.67676768,0.15151515,0,1,0.05,0.7
0.67676768,0.16161616,0,1,0.05,0.7
0.67676768,0.17171717,0,1,0.05,0.7
0.67676768,0.18181818,0,1,0.05,0.7
0.67676768,0.19191919,6.229247308198673e-7,1,0.05,0.7
0.67676768,0.2020202,8.066930497170738e-6,1,0.05,0.7
0.67676768,0.21212121,0,1,0.05,0.7
0.67676768,0.22222222,0,1,0.05,0.7
0.67676768,0.23232323,4.487276286198155e-6,1,0.05,0.7
0.67676768,0.24242424,0,1,0.05,0.7
0.67676768,0.25252525,8.949236737420501e-6,1,0.05,0.7
0.67676768,0.26262626,2.8446715956617462e-6,1,0.05,0.7
0.67676768,0.27272727,2.646747623816237e-6,1,0.05,0.7
0.67676768,0.28282828,8.42178537849143e-7,1,0.05,0.7
0.67676768,0.29292929,0,1,0.05,0.7
0.67676768,0.3030303,0,1,0.05,0.7
0.67676768,0.31313131,0,1,0.05,0.7
0.67676768,0.32323232,0,1,0.05,0.7
0.67676768,0.33333333,2.4567679636312825e-6,1,0.05,0.7
0.67676768,0.34343434,0,1,0.05,0.7
0.67676768,0.35353535,0,1,0.05,0.7
0.67676768,0.36363636,2.0172406386406396e-6,1,0.05,0.7
0.67676768,0.37373737,0,1,0.05,0.7
0.67676768,0.38383838,9.993151318701833e-7,1,0.05,0.7
0.67676768,0.39393939,6.796689000335811e-7,1,0.05,0.7
0.67676768,0.4040404,0,1,0.05,0.7
0.67676768,0.41414141,0,1,0.05,0.7
0.67676768,0.42424242,3.482861002159725e-8,1,0.05,0.7
0.67676768,0.43434343,4.54995710188758e-8,1,0.05,0.7
0.67676768,0.44444444,0,1,0.05,0.7
0.67676768,0.45454545,0,1,0.05,0.7
0.67676768,0.46464646,2.04393419448612e-8,1,0.05,0.7
0.67676768,0.47474747,0,1,0.05,0.7
0.67676768,0.48484848,2.236001972782866e-9,1,0.05,0.7
0.67676768,0.49494949,0,1,0.05,0.7
0.67676768,0.50505051,1.733523771874079e-9,1,0.05,0.7
0.67676768,0.51515152,0,1,0.05,0.7
0.67676768,0.52525253,1.422375491975296e-9,1,0.05,0.7
0.67676768,0.53535354,0,1,0.05,0.7
0.67676768,0.54545455,1.2074734085903983e-9,1,0.05,0.7
0.67676768,0.55555556,0,1,0.05,0.7
0.67676768,0.56565657,1.0498658530453754e-9,1,0.05,0.7
0.67676768,0.57575758,0,1,0.05,0.7
0.67676768,0.58585859,9.30043358634853e-10,1,0.05,0.7
0.67676768,0.5959596,0,1,0.05,0.7
0.67676768,0.60606061,8.368003298233998e-10,1,0.05,0.7
0.67676768,0.61616162,0,1,0.05,0.7
0.67676768,0.62626263,7.630977606668585e-10,1,0.05,0.7
0.67676768,0.63636364,0,1,0.05,0.7
0.67676768,0.64646465,7.042646715318956e-10,1,0.05,0.7
0.67676768,0.65656566,0,1,0.05,0.7
0.67676768,0.66666667,6.570637993552965e-10,1,0.05,0.7
0.67676768,0.67676768,0,1,0.05,0.7
0.67676768,0.68686869,6.1920049867787e-10,1,0.05,0.7
0.67676768,0.6969697,0,1,0.05,0.7
0.67676768,0.70707071,5.890106843486896e-10,1,0.05,0.7
0.67676768,0.71717172,0,1,0.05,0.7
0.67676768,0.72727273,5.652806684455433e-10,1,0.05,0.7
0.67676768,0.73737374,0,1,0.05,0.7
0.67676768,0.74747475,5.471164393737287e-10,1,0.05,0.7
0.67676768,0.75757576,0,1,0.05,0.7
0.67676768,0.76767677,5.338820239751686e-10,1,0.05,0.7
0.67676768,0.77777778,0,1,0.05,0.7
0.67676768,0.78787879,5.251298246108753e-10,1,0.05,0.7
0.67676768,0.7979798,0,1,0.05,0.7
0.67676768,0.80808081,5.205764094906585e-10,1,0.05,0.7
0.67676768,0.81818182,0,1,0.05,0.7
0.67676768,0.82828283,5.200834270961684e-10,1,0.05,0.7
0.67676768,0.83838384,0,1,0.05,0.7
0.67676768,0.84848485,5.236486727958762e-10,1,0.05,0.7
0.67676768,0.85858586,0,1,0.05,0.7
0.67676768,0.86868687,5.314126834157079e-10,1,0.05,0.7
0.67676768,0.87878788,0,1,0.05,0.7
0.67676768,0.88888889,5.436878225212328e-10,1,0.05,0.7
0.67676768,0.8989899,0,1,0.05,0.7
0.67676768,0.90909091,5.609964129613989e-10,1,0.05,0.7
0.67676768,0.91919192,0,1,0.05,0.7
0.67676768,0.92929293,5.841776491278639e-10,1,0.05,0.7
0.67676768,0.93939394,0,1,0.05,0.7
0.67676768,0.94949495,6.145533382373143e-10,1,0.05,0.7
0.67676768,0.95959596,0,1,0.05,0.7
0.67676768,0.96969697,6.542633246551448e-10,1,0.05,0.7
0.67676768,0.97979798,0,1,0.05,0.7
0.67676768,0.98989899,7.065791403461536e-10,1,0.05,0.7
0.67676768,1,0,1,0.05,0.7
0.68686869,0,0,-1,0.05,0.7
0.68686869,0.01010101,8.17790570000989e-10,1,0.05,0.7
0.68686869,0.02020202,0,1,0.05,0.7
0.68686869,0.03030303,0,1,0.05,0.7
0.68686869,0.04040404,0,1,0.05,0.7
0.68686869,0.05050505,0,1,0.05,0.7
0.68686869,0.06060606,0,1,0.05,0.7
0.68686869,0.07070707,0,1,0.05,0.7
0.68686869,0.08080808,0,1,0.05,0.7
0.68686869,0.09090909,8.996581377067659e-8,1,0.05,0.7
0.68686869,0.1010101,7.595627754559941e-7,1,0.05,0.7
0.68686869,0.11111111,0,1,0.05,0.7
0.68686869,0.12121212,7.729376764314552e-7,1,0.05,0.7
0.68686869,0.13131313,2.035458829645205e-6,1,0.05,0.7
0.68686869,0.14141414,0,1,0.05,0.7
0.68686869,0.15151515,1.3937188358150406e-6,1,0.05,0.7
0.68686869,0.16161616,2.4307133607250615e-6,1,0.05,0.7
0.68686869,0.17171717,4.085074755397917e-6,1,0.05,0.7
0.68686869,0.18181818,2.629152405347626e-6,1,0.05,0.7
0.68686869,0.19191919,0,1,0.05,0.7
0.68686869,0.2020202,0,1,0.05,0.7
0.68686869,0.21212121,6.547999954331893e-7,1,0.05,0.7
0.68686869,0.22222222,9.752120347446138e-7,1,0.05,0.7
0.68686869,0.23232323,0,1,0.05,0.7
0.68686869,0.24242424,1.1416663664824145e-6,1,0.05,0.7
0.68686869,0.25252525,0,1,0.05,0.7
0.68686869,0.26262626,0,1,0.05,0.7
0.68686869,0.27272727,0,1,0.05,0.7
0.68686869,0.28282828,0,1,0.05,0.7
0.68686869,0.29292929,1.0787634855994743e-5,1,0.05,0.7
0.68686869,0.3030303,2.4284168305824633e-5,1,0.05,0.7
0.68686869,0.31313131,8.671855569712362e-7,1,0.05,0.7
0.68686869,0.32323232,1.3531277361915589e-6,1,0.05,0.7
0.68686869,0.33333333,0,1,0.05,0.7
0.68686869,0.34343434,3.2076083875255255e-6,1,0.05,0.7
0.68686869,0.35353535,8.612320694515144e-7,1,0.05,0.7
0.68686869,0.36363636,0,1,0.05,0.7
0.68686869,0.37373737,1.0717656987840403e-6,1,0.05,0.7
0.68686869,0.38383838,0,1,0.05,0.7
0.68686869,0.39393939,0,1,0.05,0.7
0.68686869,0.4040404,1.4054533533172928e-6,1,0.05,0.7
0.68686869,0.41414141,3.80558249808398e-7,1,0.05,0.7
0.68686869,0.42424242,0,1,0.05,0.7
0.68686869,0.43434343,0,1,0.05,0.7
0.68686869,0.44444444,2.1682002870601178e-7,1,0.05,0.7
0.68686869,0.45454545,2.7626895538669473e-9,1,0.05,0.7
0.68686869,0.46464646,0,1,0.05,0.7
0.68686869,0.47474747,1.8054337042108834e-9,1,0.05,0.7
0.68686869,0.48484848,0,1,0.05,0.7
0.68686869,0.49494949,1.9824673802417067e-9,1,0.05,0.7
0.68686869,0.50505051,0,1,0.05,0.7
0.68686869,0.51515152,1.5877204487353071e-9,1,0.05,0.7
0.68686869,0.52525253,0,1,0.05,0.7
0.68686869,0.53535354,1.327306706249196e-9,1,0.05,0.7
0.68686869,0.54545455,0,1,0.05,0.7
0.68686869,0.55555556,1.1411928229808355e-9,1,0.05,0.7
